horizon,term,term_type,coefficient_standardized_mean,coefficient_standardized_std,coefficient_standardized_min,coefficient_standardized_max,coefficient_raw_mean,coefficient_raw_std
1,block_fe_10,block_fixed_effect,-24839181.812500007,672849.474865895,-26090649.666666664,-23620900.53333333,-24839181.812500007,672849.474865895
1,block_fe_11,block_fixed_effect,-25073201.74999999,666259.8555634018,-26309643.3333333,-23861029.266666643,-25073201.74999999,666259.8555634018
1,block_fe_12,block_fixed_effect,-21849619.624999985,659759.904348254,-22934790.999999978,-20813615.866666645,-21849619.624999985,659759.904348254
1,block_fe_2,block_fixed_effect,22430432.375,653394.8809505991,21527203.866666667,23920549.600000016,22430432.375,653394.8809505991
1,block_fe_3,block_fixed_effect,23109614.18749999,637325.3286678961,22309530.400000002,24814228.533333328,23109614.18749999,637325.3286678961
1,block_fe_4,block_fixed_effect,29139259.562500015,672147.5394905353,27890668.000000022,30123864.933333345,29139259.562500015,672147.5394905353
1,block_fe_5,block_fixed_effect,27239103.187500004,788994.9629785232,25719801.73333332,28606699.200000018,27239103.187500004,788994.9629785232
1,block_fe_6,block_fixed_effect,19606315.625000004,722237.2643952966,18359232.06666667,20790008.133333333,19606315.625000004,722237.2643952966
1,block_fe_7,block_fixed_effect,11853515.375000004,873424.0038569538,9952659.600000007,13246652.733333329,11853515.375000004,873424.0038569538
1,block_fe_8,block_fixed_effect,-1907954.7500000075,968081.314223636,-4096036.2666666713,-519168.4666666649,-1907954.7500000075,968081.314223636
1,block_fe_9,block_fixed_effect,-18203981.81250001,856411.0960358878,-19940826.266666673,-16927399.533333346,-18203981.81250001,856411.0960358878
1,intercept,intercept,25311804.5625,665662.6648692355,24078540.666666653,26555986.533333328,24898586.384946883,3442396.8417573343
1,growing_season_total_rainfall,weather,12606.675458710974,35563.381831350045,0.004433916163543569,139968.16834832437,67.8433251983989,194.55640432658646
1,temperature_apr,weather,-24232.81832774159,83833.9171219303,-336650.84862904507,-0.0019869497373706177,-23035.02390903535,78116.61554911268
1,temperature_dec,weather,-6901.508090861673,19145.09718330476,-71205.71043705486,0.0008229333518695911,-9081.334936630139,23901.50001230601
